question,answer
 Count Nodes Equal to Sum of Descendants,https://leetcode.com/problems/count-nodes-equal-to-sum-of-descendants/solutions
 Minimum Time to Type Word Using Special Typewriter,https://leetcode.com/problems/minimum-time-to-type-word-using-special-typewriter/solutions
 Maximum Matrix Sum,https://leetcode.com/problems/maximum-matrix-sum/solutions
 Number of Ways to Arrive at Destination,https://leetcode.com/problems/number-of-ways-to-arrive-at-destination/solutions
 Number of Ways to Separate Numbers,https://leetcode.com/problems/number-of-ways-to-separate-numbers/solutions
 Employees Whose Manager Left the Company,https://leetcode.com/problems/employees-whose-manager-left-the-company/solutions
 Find Greatest Common Divisor of Array,https://leetcode.com/problems/find-greatest-common-divisor-of-array/solutions
 Find Unique Binary String,https://leetcode.com/problems/find-unique-binary-string/solutions
 Minimize the Difference Between Target and Chosen Elements,https://leetcode.com/problems/minimize-the-difference-between-target-and-chosen-elements/solutions
 Find Array Given Subset Sums,https://leetcode.com/problems/find-array-given-subset-sums/solutions
 Widest Pair of Indices With Equal Range Sum,https://leetcode.com/problems/widest-pair-of-indices-with-equal-range-sum/solutions
 Minimum Difference Between Highest and Lowest of K Scores,https://leetcode.com/problems/minimum-difference-between-highest-and-lowest-of-k-scores/solutions
 Find the Kth Largest Integer in the Array,https://leetcode.com/problems/find-the-kth-largest-integer-in-the-array/solutions
 Minimum Number of Work Sessions to Finish the Tasks,https://leetcode.com/problems/minimum-number-of-work-sessions-to-finish-the-tasks/solutions
 Number of Unique Good Subsequences,https://leetcode.com/problems/number-of-unique-good-subsequences/solutions
 Find Cutoff Score for Each School,https://leetcode.com/problems/find-cutoff-score-for-each-school/solutions
 Maximum Number of People That Can Be Caught in Tag,https://leetcode.com/problems/maximum-number-of-people-that-can-be-caught-in-tag/solutions
 Count the Number of Experiments,https://leetcode.com/problems/count-the-number-of-experiments/solutions
 Find the Middle Index in Array,https://leetcode.com/problems/find-the-middle-index-in-array/solutions
 Find All Groups of Farmland,https://leetcode.com/problems/find-all-groups-of-farmland/solutions
 Operations on Tree,https://leetcode.com/problems/operations-on-tree/solutions
 The Number of Good Subsets,https://leetcode.com/problems/the-number-of-good-subsets/solutions
 Count Special Quadruplets,https://leetcode.com/problems/count-special-quadruplets/solutions
 The Number of Weak Characters in the Game,https://leetcode.com/problems/the-number-of-weak-characters-in-the-game/solutions
 First Day Where You Have Been in All the Rooms,https://leetcode.com/problems/first-day-where-you-have-been-in-all-the-rooms/solutions
 GCD Sort of an Array,https://leetcode.com/problems/gcd-sort-of-an-array/solutions
 Smallest Greater Multiple Made of Two Digits,https://leetcode.com/problems/smallest-greater-multiple-made-of-two-digits/solutions
 Reverse Prefix of Word,https://leetcode.com/problems/reverse-prefix-of-word/solutions
 Number of Pairs of Interchangeable Rectangles,https://leetcode.com/problems/number-of-pairs-of-interchangeable-rectangles/solutions
 Maximum Product of the Length of Two Palindromic Subsequences,https://leetcode.com/problems/maximum-product-of-the-length-of-two-palindromic-subsequences/solutions
 Smallest Missing Genetic Value in Each Subtree,https://leetcode.com/problems/smallest-missing-genetic-value-in-each-subtree/solutions
 The Number of Seniors and Juniors to Join the Company,https://leetcode.com/problems/the-number-of-seniors-and-juniors-to-join-the-company/solutions
 Subtree Removal Game with Fibonacci Tree,https://leetcode.com/problems/subtree-removal-game-with-fibonacci-tree/solutions
 Count Number of Pairs With Absolute Difference K,https://leetcode.com/problems/count-number-of-pairs-with-absolute-difference-k/solutions
 Find Original Array From Doubled Array,https://leetcode.com/problems/find-original-array-from-doubled-array/solutions
 Maximum Earnings From Taxi,https://leetcode.com/problems/maximum-earnings-from-taxi/solutions
 Minimum Number of Operations to Make Array Continuous,https://leetcode.com/problems/minimum-number-of-operations-to-make-array-continuous/solutions
 The Number of Seniors and Juniors to Join the Company II,https://leetcode.com/problems/the-number-of-seniors-and-juniors-to-join-the-company-ii/solutions
 Final Value of Variable After Performing Operations,https://leetcode.com/problems/final-value-of-variable-after-performing-operations/solutions
 Sum of Beauty in the Array,https://leetcode.com/problems/sum-of-beauty-in-the-array/solutions
 Detect Squares,https://leetcode.com/problems/detect-squares/solutions
 Longest Subsequence Repeated k Times,https://leetcode.com/problems/longest-subsequence-repeated-k-times/solutions
 Average Height of Buildings in Each Segment,https://leetcode.com/problems/average-height-of-buildings-in-each-segment/solutions
 Maximum Difference Between Increasing Elements,https://leetcode.com/problems/maximum-difference-between-increasing-elements/solutions
 Maximum Number of Ways to Partition an Array,https://leetcode.com/problems/maximum-number-of-ways-to-partition-an-array/solutions
 Low-Quality Problems,https://leetcode.com/problems/low-quality-problems/solutions
 Minimum Moves to Convert String,https://leetcode.com/problems/minimum-moves-to-convert-string/solutions
 Find Missing Observations,https://leetcode.com/problems/find-missing-observations/solutions
 Stone Game IX,https://leetcode.com/problems/stone-game-ix/solutions
 Smallest K-Length Subsequence With Occurrences of a Letter,https://leetcode.com/problems/smallest-k-length-subsequence-with-occurrences-of-a-letter/solutions
 Count Subarrays With More Ones Than Zeros,https://leetcode.com/problems/count-subarrays-with-more-ones-than-zeros/solutions
 Two Out of Three,https://leetcode.com/problems/two-out-of-three/solutions
 Minimum Operations to Make a Uni-Value Grid,https://leetcode.com/problems/minimum-operations-to-make-a-uni-value-grid/solutions
 Stock Price Fluctuation,https://leetcode.com/problems/stock-price-fluctuation/solutions
 Partition Array Into Two Arrays to Minimize Sum Difference,https://leetcode.com/problems/partition-array-into-two-arrays-to-minimize-sum-difference/solutions
 Maximum Alternating Subarray Sum,https://leetcode.com/problems/maximum-alternating-subarray-sum/solutions
 Minimum Number of Moves to Seat Everyone,https://leetcode.com/problems/minimum-number-of-moves-to-seat-everyone/solutions
 Remove Colored Pieces if Both Neighbors are the Same Color,https://leetcode.com/problems/remove-colored-pieces-if-both-neighbors-are-the-same-color/solutions
 The Time When the Network Becomes Idle,https://leetcode.com/problems/the-time-when-the-network-becomes-idle/solutions
 Kth Smallest Product of Two Sorted Arrays,https://leetcode.com/problems/kth-smallest-product-of-two-sorted-arrays/solutions
 Accepted Candidates From the Interviews,https://leetcode.com/problems/accepted-candidates-from-the-interviews/solutions
 Check if Numbers Are Ascending in a Sentence,https://leetcode.com/problems/check-if-numbers-are-ascending-in-a-sentence/solutions
 Simple Bank System,https://leetcode.com/problems/simple-bank-system/solutions
 Count Number of Maximum Bitwise-OR Subsets,https://leetcode.com/problems/count-number-of-maximum-bitwise-or-subsets/solutions
 Second Minimum Time to Reach Destination,https://leetcode.com/problems/second-minimum-time-to-reach-destination/solutions
 Sort Linked List Already Sorted Using Absolute Values,https://leetcode.com/problems/sort-linked-list-already-sorted-using-absolute-values/solutions
 Number of Valid Words in a Sentence,https://leetcode.com/problems/number-of-valid-words-in-a-sentence/solutions
 Next Greater Numerically Balanced Number,https://leetcode.com/problems/next-greater-numerically-balanced-number/solutions
 Count Nodes With the Highest Score,https://leetcode.com/problems/count-nodes-with-the-highest-score/solutions
 Parallel Courses III,https://leetcode.com/problems/parallel-courses-iii/solutions
 The Category of Each Member in the Store,https://leetcode.com/problems/the-category-of-each-member-in-the-store/solutions
 Minimum Cost to Separate Sentence Into Rows,https://leetcode.com/problems/minimum-cost-to-separate-sentence-into-rows/solutions
 Kth Distinct String in an Array,https://leetcode.com/problems/kth-distinct-string-in-an-array/solutions
 Two Best Non-Overlapping Events,https://leetcode.com/problems/two-best-non-overlapping-events/solutions
 Plates Between Candles,https://leetcode.com/problems/plates-between-candles/solutions
 Number of Valid Move Combinations On Chessboard,https://leetcode.com/problems/number-of-valid-move-combinations-on-chessboard/solutions
 Smallest Index With Equal Value,https://leetcode.com/problems/smallest-index-with-equal-value/solutions
 Find the Minimum and Maximum Number of Nodes Between Critical Points,https://leetcode.com/problems/find-the-minimum-and-maximum-number-of-nodes-between-critical-points/solutions
 Minimum Operations to Convert Number,https://leetcode.com/problems/minimum-operations-to-convert-number/solutions
 Check if an Original String Exists Given Two Encoded Strings,https://leetcode.com/problems/check-if-an-original-string-exists-given-two-encoded-strings/solutions
 Number of Spaces Cleaning Robot Cleaned,https://leetcode.com/problems/number-of-spaces-cleaning-robot-cleaned/solutions
 Count Vowel Substrings of a String,https://leetcode.com/problems/count-vowel-substrings-of-a-string/solutions
 Vowels of All Substrings,https://leetcode.com/problems/vowels-of-all-substrings/solutions
 Minimized Maximum of Products Distributed to Any Store,https://leetcode.com/problems/minimized-maximum-of-products-distributed-to-any-store/solutions
 Maximum Path Quality of a Graph,https://leetcode.com/problems/maximum-path-quality-of-a-graph/solutions
 Account Balance,https://leetcode.com/problems/account-balance/solutions
 Number of Equal Count Substrings,https://leetcode.com/problems/number-of-equal-count-substrings/solutions
 Check Whether Two Strings are Almost Equivalent,https://leetcode.com/problems/check-whether-two-strings-are-almost-equivalent/solutions
 Walking Robot Simulation II,https://leetcode.com/problems/walking-robot-simulation-ii/solutions
 Most Beautiful Item for Each Query,https://leetcode.com/problems/most-beautiful-item-for-each-query/solutions
 Maximum Number of Tasks You Can Assign,https://leetcode.com/problems/maximum-number-of-tasks-you-can-assign/solutions
 The Winner University,https://leetcode.com/problems/the-winner-university/solutions
 Time Needed to Buy Tickets,https://leetcode.com/problems/time-needed-to-buy-tickets/solutions
 Reverse Nodes in Even Length Groups,https://leetcode.com/problems/reverse-nodes-in-even-length-groups/solutions
 Decode the Slanted Ciphertext,https://leetcode.com/problems/decode-the-slanted-ciphertext/solutions
 Process Restricted Friend Requests,https://leetcode.com/problems/process-restricted-friend-requests/solutions
 Paths in Maze That Lead to Same Room,https://leetcode.com/problems/paths-in-maze-that-lead-to-same-room/solutions
 Two Furthest Houses With Different Colors,https://leetcode.com/problems/two-furthest-houses-with-different-colors/solutions
 Watering Plants,https://leetcode.com/problems/watering-plants/solutions
 Range Frequency Queries,https://leetcode.com/problems/range-frequency-queries/solutions
 Sum of k-Mirror Numbers,https://leetcode.com/problems/sum-of-k-mirror-numbers/solutions
 The Number of Rich Customers,https://leetcode.com/problems/the-number-of-rich-customers/solutions
 Substrings That Begin and End With the Same Letter,https://leetcode.com/problems/substrings-that-begin-and-end-with-the-same-letter/solutions
 Drop Type 1 Orders for Customers With Type 0 Orders,https://leetcode.com/problems/drop-type-1-orders-for-customers-with-type-0-orders/solutions
 Count Common Words With One Occurrence,https://leetcode.com/problems/count-common-words-with-one-occurrence/solutions
 Minimum Number of Food Buckets to Feed the Hamsters,https://leetcode.com/problems/minimum-number-of-food-buckets-to-feed-the-hamsters/solutions
